,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MSSubClass_2,MSSubClass_3,MSSubClass_4,MSSubClass_5,MSSubClass_6,MSSubClass_new,2ndFlrSF_2,2ndFlrSF_3,2ndFlrSF_4,OverallCond_2,OverallCond_3,OverallCond_4,OverallCond_5,OverallCond_6,OverallCond_7,age,SF_with_Bsmt,SF_wo_Bsmt,from_built_to_Remod,total_years,total_sqr,Total_Bathrooms,Total_porch_sf,TotRms,YearBuilt_cat,haspool,has2ndfloor,hasgarage,hasbsmt,hasfireplace,hasporch,hasalley,was_remod,is_new,SalePrice
10,20,RL,4.2626798770413155,9.32375833901174,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,906,Unf,0,134,1040,GasA,Ex,Y,SBrkr,1040,0,0,6.947937068614969,0.6931471805599453,0,1,0,3,1,TA,5,Typ,0,No_Fireplace,Detchd,1965.0,Unf,1,384,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,43,2080,1040,0,3930,1946,1.6931471805599454,0.0,6.693147180559945,middle,0,0,1,1,0,0,0,0,False,11.771436160121729
11,60,RL,4.454347296253507,9.386392315756542,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,WdShing,Wd Shng,Stone,286.0,Ex,TA,PConc,Ex,TA,No,GLQ,998,Unf,0,177,1175,GasA,Ex,Y,SBrkr,1182,1142,0,7.751475318021456,0.6931471805599453,0,3,0,4,1,Ex,11,Typ,2,Gd,BuiltIn,2005.0,Fin,3,736,TA,TA,Y,4.997212273764115,3.091042453358316,0.0,0,0,0,No_Pool,No_Fence,None,0,7,2006,New,Partial,3600.0,216000.0,12960000.0,777600000.0,777600000.0,219600,1304164,1489355288,1700843738896,25,125,625,3125,15625,78125,0,3499,2324,1,4011,3322,3.6931471805599454,8.08825472712243,14.693147180559945,new_new,0,1,1,1,1,1,0,1,False,12.751299696013497
12,20,RL,4.276666119016055,9.470317173335742,Pave,No_alley,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,737,Unf,0,175,912,GasA,TA,Y,SBrkr,912,0,0,6.816735880594968,0.6931471805599453,0,1,0,2,1,TA,4,Typ,0,No_Fireplace,Detchd,1962.0,Unf,1,352,TA,TA,Y,4.948759890378168,0.0,0.0,0,176,0,No_Pool,No_Fence,None,0,9,2008,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,36,216,1296,7776,46656,279936,46,1824,912,0,3924,1649,1.6931471805599454,180.94875989037817,5.693147180559945,middle,0,0,1,1,0,1,0,0,False,11.877568578558138
13,20,RL,4.5217885770490405,9.273596821611198,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,306.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1494,1494,GasA,Ex,Y,SBrkr,1494,0,0,7.3098814858247865,0.0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,840,TA,TA,Y,5.081404364984463,3.5263605246161616,0.0,0,0,0,No_Pool,No_Fence,None,0,8,2007,New,Partial,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,0,2988,1494,1,4013,1494,2.0,8.607764889600624,9.0,new_new,0,0,1,1,1,1,0,1,False,12.540757571577291
14,20,RL,4.30406509320417,9.298442820197728,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,212.0,TA,TA,CBlock,TA,TA,No,BLQ,733,Unf,0,520,1253,GasA,TA,Y,SBrkr,1253,0,0,7.134093721192866,0.6931471805599453,0,1,1,2,1,TA,5,Typ,1,Fa,Attchd,1960.0,RFn,1,352,TA,TA,Y,0.0,5.365976015021851,5.176149732573829,0,0,0,No_Pool,GdWo,None,0,5,2008,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,48,2506,1253,0,3920,1986,2.6931471805599454,10.54212574759568,7.693147180559945,new_new,0,0,1,1,1,1,0,0,False,11.964001084330445
15,45,RM,3.9512437185814275,8.71948076085107,Pave,No_alley,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,832,832,GasA,Ex,Y,FuseA,854,0,0,6.75110146893676,0.0,0,1,0,2,1,TA,5,Typ,0,No_Fireplace,Detchd,1991.0,Unf,2,576,TA,TA,Y,3.8918202981106265,4.727387818712341,0.0,0,0,0,No_Pool,GdPrv,None,0,7,2007,WD,Normal,2025.0,91125.0,4100625.0,184528125.0,184528125.0,93150,0,0,0,64,512,4096,32768,262144,2097152,6,1686,854,72,3930,854,1.0,8.619208116822968,6.0,old,0,0,1,1,0,1,0,1,False,11.790557201568507
16,20,RL,4.30406509320417,9.32741204356202,Pave,No_alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,ALQ,578,Unf,0,426,1004,GasA,Ex,Y,SBrkr,1004,0,0,6.912742820493176,0.6931471805599453,0,1,0,2,1,TA,5,Typ,1,TA,Attchd,1970.0,Fin,2,480,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,Shed,700,3,2010,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,49,343,2401,16807,117649,823543,40,2008,1004,0,3940,1582,1.6931471805599454,0.0,6.693147180559945,middle,0,0,1,1,1,0,0,0,False,11.911701584927597
17,90,RL,4.290459441148391,9.286560397887591,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Slab,No_Basement,No_Basement,No_Basement,No_Basement,0,No_Basement,0,0,0,GasA,TA,Y,SBrkr,1296,0,0,7.167809184316444,0.0,0,2,0,2,2,TA,6,Typ,0,No_Fireplace,CarPort,1967.0,Unf,2,516,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,No_Fence,Shed,500,10,2006,WD,Normal,8100.0,729000.0,65610000.0,5904900000.0,5904900000.0,737100,0,0,0,25,125,625,3125,15625,78125,39,1296,1296,0,3934,1296,2.0,0.0,8.0,middle,0,0,1,0,0,0,0,0,False,11.407564949312402
18,20,RL,4.204692619390966,9.524859098381523,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,646,Unf,0,468,1114,GasA,Ex,Y,SBrkr,1114,0,0,7.016609683894219,0.6931471805599453,0,1,1,3,1,Gd,6,Typ,0,No_Fireplace,Detchd,2004.0,Unf,2,576,TA,TA,Y,0.0,4.634728988229636,0.0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,4,2228,1114,0,4008,1760,2.6931471805599454,4.634728988229636,8.693147180559945,new_new,0,0,1,1,0,1,0,0,False,11.976659481202368
19,20,RL,4.2626798770413155,8.93075873555827,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,504,Unf,0,525,1029,GasA,TA,Y,SBrkr,1339,0,0,7.200424892944957,0.0,0,1,0,3,1,TA,6,Min1,0,No_Fireplace,Attchd,1958.0,Unf,1,294,TA,TA,Y,0.0,0.0,0.0,0,0,0,No_Pool,MnPrv,None,0,5,2009,COD,Abnorml,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,36,216,1296,7776,46656,279936,44,2368,1339,7,3923,1843,1.0,0.0,7.0,old,0,0,1,1,0,0,0,1,False,11.842229212112828
20,60,RL,4.624972813284271,9.562123369834488,Pave,No_alley,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,380.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1158,1158,GasA,Ex,Y,SBrkr,1158,1218,0,7.773594467360194,0.0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3,853,TA,TA,Y,5.484796933490655,5.043425116919247,0.0,0,0,0,No_Pool,No_Fence,None,0,11,2006,New,Partial,3600.0,216000.0,12960000.0,777600000.0,777600000.0,219600,1483524,1806932232,2200843458576,25,125,625,3125,15625,78125,0,3534,2376,1,4011,2376,4.0,10.528222050409902,13.0,new_new,0,1,1,1,1,1,0,1,False,12.692503112461443
21,45,RM,4.060443010546419,8.915969311373605,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,637,637,GasA,Ex,Y,FuseF,1108,0,0,7.011213987350367,0.0,0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,1930.0,Unf,1,280,TA,TA,N,0.0,0.0,5.327876168789581,0,0,0,No_Pool,GdPrv,None,0,6,2007,WD,Normal,2025.0,91125.0,4100625.0,184528125.0,184528125.0,93150,0,0,0,49,343,2401,16807,117649,823543,57,1745,1108,20,3880,1108,1.0,5.327876168789581,7.0,old,0,0,1,1,1,1,1,1,False,11.845102777308561
22,20,RL,4.330733340286331,9.184304357425342,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,281.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1777,1777,GasA,Ex,Y,SBrkr,1795,0,0,7.493317248862145,0.0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,534,TA,TA,Y,5.147494476813453,5.075173815233827,0.0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,6,3572,1795,0,4004,1795,2.0,10.22266829204728,9.0,new_new,0,0,1,1,1,1,0,0,False,12.345834587905333
23,120,RM,3.8066624897703196,8.348774539791274,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,840,Unf,0,200,1040,GasA,TA,Y,SBrkr,1060,0,0,6.966967138613983,0.6931471805599453,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1976.0,Unf,2,572,TA,TA,Y,4.61512051684126,4.709530201312334,0.0,0,0,0,No_Pool,No_Fence,None,0,6,2007,WD,Normal,14400.0,1728000.0,207360000.0,24883200000.0,24883200000.0,1742400,0,0,0,49,343,2401,16807,117649,823543,31,2100,1060,0,3952,1900,1.6931471805599454,9.324650718153594,7.693147180559945,middle,0,0,1,1,1,1,0,0,False,11.77452020265869
24,20,RL,4.276666119016055,9.017604776833355,Pave,No_alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,188,ALQ,668,204,1060,GasA,Ex,Y,SBrkr,1060,0,0,6.966967138613983,0.6931471805599453,0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1,270,TA,TA,Y,6.008813185442595,4.51085950651685,0.0,0,0,0,No_Pool,MnPrv,None,0,5,2010,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,64,512,4096,32768,262144,2097152,9,2120,1060,33,3969,1916,1.6931471805599454,10.519672691959444,7.693147180559945,middle,0,0,1,1,1,1,0,1,False,11.944707881395766
25,20,RL,4.709530201312334,9.56317796268366,Pave,No_alley,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,640.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1566,1566,GasA,Ex,Y,SBrkr,1600,0,0,7.3783837129967145,0.0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,890,TA,TA,Y,0.0,4.04305126783455,0.0,0,0,0,No_Pool,No_Fence,None,0,7,2009,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,2,3166,1600,0,4014,1600,2.0,4.04305126783455,9.0,new_new,0,0,1,1,1,1,0,0,False,12.454103912352162
26,20,RL,4.110873864173311,8.881975184248867,Pave,No_alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,234,Rec,486,180,900,GasA,TA,Y,SBrkr,900,0,0,6.803505257608338,0.0,1,1,0,3,1,Gd,5,Typ,0,No_Fireplace,Detchd,2005.0,Unf,2,576,TA,TA,Y,5.407171771460119,3.4965075614664802,0.0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,49,343,2401,16807,117649,823543,10,1800,900,49,3951,1620,2.0,8.903679332926599,7.0,old,0,0,1,1,0,1,0,1,False,11.811547477460344
27,20,RL,4.59511985013459,9.348274558065496,Pave,No_alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,200.0,Gd,TA,PConc,Ex,TA,No,GLQ,1218,Unf,0,486,1704,GasA,Ex,Y,SBrkr,1704,0,0,7.4413203897176174,0.6931471805599453,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,772,TA,TA,Y,0.0,3.9318256327243257,0.0,0,0,0,No_Pool,No_Fence,None,0,5,2010,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,25,125,625,3125,15625,78125,2,3408,1704,1,4015,2922,2.6931471805599454,3.9318256327243257,9.693147180559945,new_new,0,0,1,1,1,1,0,1,False,12.631340380934517
28,20,RL,3.871201010907891,9.700269170029188,Pave,No_alley,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277,Unf,0,207,1484,GasA,TA,Y,SBrkr,1600,0,0,7.3783837129967145,0.6931471805599453,0,1,0,2,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,5.666426688112432,5.556828061699537,0.0,0,0,0,No_Pool,No_Fence,None,0,12,2006,WD,Normal,400.0,8000.0,160000.0,3200000.0,3200000.0,8400,0,0,0,36,216,1296,7776,46656,279936,9,3084,1600,40,3954,2877,1.6931471805599454,11.22325474981197,7.693147180559945,old,0,0,1,1,1,1,0,1,False,12.24288661865289
